objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,modelFlux_u,modelFlux_g,modelFlux_r,modelFlux_i,modelFlux_z,specobjid,class,redshift,plate,mjd,fiberid
1237659148847743102,218.715088274935,54.2954725881426,19.22815,18.24646,18.10112,18.07277,18.18677,3184,301,2,21,20.35722,50.28226,57.4843,59.00516,53.11409,3710995312370884608,STAR,-0.0008508342,3296,54909,106
1237662226221170807,203.403819394424,39.3959323780514,18.89729,17.37173,16.6871,16.25661,15.98166,3900,301,6,469,27.61037,112.5407,211.4264,314.3085,404.8863,2257529152150202368,GALAXY,0.07916041,2005,53472,363
1237661852545974276,194.156522632611,45.8396509209556,18.81321,18.52293,18.49138,18.34805,18.37186,3813,301,6,270,29.83355,38.97862,40.12769,45.79042,44.78532,1640467002873112576,QSO,1.684514,1457,53116,112
1237661355929174101,169.960357725366,45.2922937384858,19.58105,18.41348,17.74726,17.34991,17.1337,3698,301,1,99,14.70751,43.11275,79.63364,114.8243,140.1223,1622489987205326848,GALAXY,0.1557916,1441,53083,248
1237661465986531507,236.851458047045,35.4040620477413,19.23177,18.08989,17.56821,17.19021,17.06569,3723,301,6,81,20.28948,58.08229,93.91089,133.0198,149.1816,1595498077228132352,GALAXY,0.1354092,1417,53141,356
1237662698110124315,236.794706830777,25.9189771066058,19.18959,17.99008,17.37899,17.042,16.86488,4010,301,5,155,21.09328,63.67449,111.7901,152.4746,179.4908,2081799162759768064,GALAXY,0.1156195,1849,53846,37
1237651272422129899,124.024563011396,49.0529059397832,19.08602,17.97842,17.56295,17.25557,17.14323,1350,301,3,136,23.20477,64.36243,94.36688,125.248,138.898,495426227205597184,GALAXY,0.07795171,440,51885,110
1237651538182865144,223.175597323457,61.567421478243,18.36489,17.38611,17.01725,16.90884,16.8636,1412,301,2,283,45.08567,111.0598,155.9916,172.3709,179.7015,685697546642810880,GALAXY,0.01001645,609,52339,89
1237662474766516419,240.978922808114,34.2721066719825,19.52353,19.40058,19.25845,19.0673,19.13808,3958,301,5,74,15.50782,17.36831,19.79726,23.60765,22.09434,1596680052244768768,QSO,1.474247,1418,53142,560
1237662635828838494,217.580309103289,11.8126491710445,18.36632,18.18513,18.4219,18.30523,18.18586,3996,301,1,90,45.02636,53.20406,42.77966,47.63207,53.15839,6150826476168302592,QSO,0.4857362,5463,56003,128
1237655108904419372,143.116059120637,52.8252267539857,18.35365,17.01875,16.48197,16.29018,16.19356,2243,301,5,178,45.55505,155.7764,255.3954,304.7388,333.0986,2684221582225729536,STAR,-0.0001170119,2384,53763,277
1237665128001765475,170.34467276424,33.7271902706925,17.09311,15.27489,14.46992,14.07565,13.79372,4576,301,3,367,145.464,776.3286,1629.42,2342.831,3037.468,2372441316660373504,GALAXY,0.04183553,2107,53786,619
1237657628439609356,135.223039047576,39.2048181378204,19.34843,17.41089,16.47467,15.99361,15.63101,2830,301,2,178,18.2222,108.5536,257.1179,400.4586,559.2386,1348836654390994944,GALAXY,0.07667856,1198,52669,31
1237654601564225649,151.938749530173,4.26915396200084,19.17348,17.43562,16.74047,16.47029,16.3295,2125,301,4,221,21.4086,106.1088,201.2848,258.1578,293.8993,3667166304634249216,STAR,0.0004648863,3257,54888,401
1237658299536703515,164.598259434685,7.08339026835,17.56191,16.60881,16.31509,16.18966,16.14088,2986,301,4,307,94.45748,227.2348,297.8281,334.2997,349.661,1129361488633423872,STAR,0.000235386,1003,52641,305
1237655370905157724,215.37785431418,59.8005373405422,18.64289,17.02706,16.26614,15.90506,15.67989,2304,301,5,296,34.90077,154.5883,311.5613,434.4856,534.6184,887380139875264512,GALAXY,0.07294056,788,52338,622
1237658424624021599,151.752829975935,6.94214086103357,18.58373,17.35507,16.82275,16.5062,16.35206,3015,301,5,252,36.85553,114.2809,186.5956,249.7579,287.8539,1121513174634358784,GALAXY,0.07285379,996,52641,425
1237662501075419255,229.447421892444,43.9867316496255,19.00049,17.20471,16.0939,15.589,15.1848,3964,301,6,108,25.10669,131.2552,365.125,581.2986,843.4868,1888305995281623040,GALAXY,0.1223836,1677,53148,625
1237663546899824841,119.746466055163,48.0907660532538,19.14316,17.99255,17.39609,17.04632,16.81167,4208,301,2,106,22.01496,63.53008,110.0429,151.8698,188.5056,2003014743882754048,GALAXY,0.1179923,1779,53089,141
1237661358073708618,160.074848464316,45.1986931856273,17.22198,16.07956,15.67819,15.39887,15.24076,3698,301,5,54,129.183,369.9769,535.457,692.5534,801.1169,1611324994854348800,GALAXY,0.0519126,1431,52992,590
1237665566615142652,233.620361730247,17.5351297077742,18.62929,17.35611,16.70495,16.32579,16.04881,4678,301,4,212,35.34081,114.1714,207.9783,294.9048,380.604,3146997518563305472,GALAXY,0.09052736,2795,54563,390
1237655371439800350,206.048095399973,62.0522268390932,18.4978,17.59882,17.29041,17.16435,17.13737,2304,301,6,262,39.89115,91.30025,121.2925,136.2256,139.6498,7674354874990219264,STAR,-0.0006172264,6816,56444,804
1237658423013081250,151.109546856403,5.6950405830409,19.54995,18.62748,18.31028,18.19711,18.16768,3015,301,2,247,15.13499,35.40012,47.41151,52.6201,54.05611,5404546697190985728,STAR,0.001062556,4800,55674,826
1237655109448040461,167.999356224579,59.8479478402376,17.64398,16.76311,16.54916,16.46288,16.46549,2243,301,6,281,87.5803,197.1311,240.0693,259.9238,259.2983,2695504234014599168,STAR,5.79439e-05,2394,54551,363
1237661069263175810,184.974604305143,14.6388290431704,19.57882,18.33019,17.60331,17.21681,16.95459,3631,301,3,451,14.73776,46.5502,90.9237,129.7997,165.2559,1989540784461867008,GALAXY,0.1054262,1767,53436,275
1237665369581617256,169.886573115126,32.2998921619056,18.25394,16.39829,15.53624,15.127,14.81137,4632,301,5,183,49.93657,275.8567,610.2444,889.6113,1189.738,2372275290404579328,GALAXY,0.04222983,2107,53786,15
1237663531862982741,111.312637394456,39.9193315620864,17.02495,15.72318,15.16579,14.92543,14.81347,4204,301,6,38,154.8883,513.7201,858.389,1071.098,1187.441,3608671460731756544,STAR,-0.0006907294,3205,54848,590
1237663457240089045,318.259488196194,-0.27387190814419,19.23667,18.13644,17.6086,17.27217,17.10537,4187,301,3,71,20.19816,55.64465,90.48152,123.3475,143.8275,1252065346068703232,GALAXY,0.08590741,1112,53180,235
1237661069236634159,123.442706386489,6.96330287592215,18.67162,17.36724,16.59031,16.20721,15.9017,3631,301,3,46,33.98952,113.0063,231.1392,328.9381,435.8337,1978288651418757120,GALAXY,0.1100771,1757,53083,300
1237658801497243836,169.8823228791,53.6934304574746,18.72168,17.32584,16.64783,16.27568,15.98456,3103,301,3,97,32.45784,117.3989,219.2146,308.836,403.8068,1140587778338220032,GALAXY,0.03518143,1013,52707,186
1237651736302780499,200.521616992818,2.24104692165392,18.95906,17.14136,16.19647,15.72365,15.36591,1458,301,3,505,26.08345,139.1413,332.2092,513.4995,713.895,593445772343666688,GALAXY,0.1092426,527,52342,351
1237660764844916819,147.088846101142,38.466567713016,19.05783,18.87936,18.64913,18.57203,18.44037,3560,301,4,261,23.81524,28.07063,34.70108,37.25425,42.04521,1436809135625627648,QSO,1.14536,1276,53035,585
1237662663213711475,232.684663687426,29.8666471693648,18.57316,17.74528,17.45703,17.35332,17.28572,4002,301,4,158,37.21604,79.77906,104.037,114.4649,121.8134,5315634140242268160,STAR,-0.0006940027,4721,55709,948
1237648722314920152,203.930891689729,0.814235889469623,19.10015,17.94945,17.26289,16.89141,16.63262,756,301,5,588,22.90469,66.10276,124.4064,175.1605,222.3031,335675710079264768,GALAXY,0.1124424,298,51955,573
1237657071160328381,30.2032910658229,0.385509135676319,18.87775,17.19407,16.61387,16.40955,16.29966,2700,301,4,67,28.11191,132.5475,226.1784,273.011,302.0891,8255321979709837312,STAR,-2.972979e-05,7332,56683,814
1237663230682726892,302.344778500177,78.031205183903,19.41909,17.73445,17.06768,16.80931,16.7016,4134,301,5,104,17.07398,80.57894,148.9107,188.9187,208.6201,1869104125589874688,STAR,3.695864e-05,1660,53230,401
1237664673253621890,197.805920104847,36.9460140762262,19.52314,18.2061,17.52746,17.13697,16.88671,4470,301,4,85,15.51347,52.18676,97.5024,139.7045,175.9176,2287900417843030016,GALAXY,0.09052877,2032,53815,261
1237654606402617444,167.217022038318,5.47697819893796,18.38465,17.21524,16.75076,16.43291,16.26866,2126,301,5,321,44.2725,129.9877,199.3858,267.1989,310.8369,654286423867811840,GALAXY,0.09229464,581,52356,504
1237652900759535661,26.5270677316352,-9.25159684914593,18.84932,17.43555,16.93177,16.75312,16.66863,1729,301,4,257,28.85767,106.1156,168.7682,198.9529,215.0515,3208990456327202816,STAR,-0.00018202,2850,54461,639
1237660614513000572,175.598883194709,10.2641466736337,15.32562,13.46905,12.64625,12.24019,11.96337,3525,301,4,138,740.8851,4096.192,8739.781,12703.46,16392.69,1379364596262922240,GALAXY,0.02160394,1225,52760,499
1237662637441155443,221.741886917855,12.4241286307013,19.43572,17.90099,16.91833,16.43763,16.08243,3996,301,4,116,16.81439,69.11976,170.8706,266.0407,369.0003,1927716346737485824,GALAXY,0.1563219,1712,53531,639
1237654606403928122,170.281857694168,5.65233651308747,17.77186,17.46872,17.42046,17.36943,17.24346,2126,301,5,341,77.84898,102.9227,107.6013,112.7781,126.6485,941355716076136448,QSO,0.8050895,836,52376,376
1237649964070011010,59.5806306317627,-4.73047735112629,18.39405,17.01081,16.51838,16.39504,16.28194,1045,301,6,171,43.89099,156.9187,246.9717,276.6838,307.0582,522558876030101504,GALAXY,0.01766202,464,51908,514
1237661086952063224,116.027736818598,18.2644081164266,16.67807,15.47837,15.06625,14.91856,14.89065,3635,301,4,26,213.1934,643.6509,940.8074,1077.891,1105.965,3253984671729477632,STAR,6.282044e-05,2890,54495,487
1237664878346305615,160.303465787065,34.4317727506906,18.59259,17.32938,16.87081,16.59685,16.58294,4518,301,2,207,36.55586,117.0171,178.5161,229.7529,232.713,2280053471791048704,GALAXY,0.05996899,2025,53431,386
1237661850408386717,222.815220200169,37.6844502943732,19.31592,18.48943,18.136,17.78028,17.68492,3813,301,2,421,18.77618,40.19984,55.66703,77.24734,84.33325,1521165587743533056,GALAXY,0.05321669,1351,52790,272
1237660342862610611,145.130975744588,39.2036043192167,19.20825,18.84108,18.93748,19.05044,19.35474,3462,301,2,234,20.73384,29.07802,26.60733,23.97733,18.08745,9945172963698692096,STAR,0.0002108589,8833,57779,360
1237665178990149638,228.47165007198,24.2988852365587,18.8973,18.77912,18.61198,18.61972,18.48302,4588,301,2,148,27.61014,30.78575,35.90905,35.65336,40.42458,2426454551067387904,QSO,0.9303796,2155,53820,510
1237656242774278189,340.084897493954,14.2088101836866,19.50377,19.75971,20.19197,20.46977,20.66541,2507,301,5,155,15.79272,12.47657,8.377656,6.482723,5.316887,2131461893779384320,STAR,-0.0004325279,1893,53239,485
1237661416600699035,208.14889112597,54.5218063403528,19.07441,18.03047,17.57806,17.24899,17.05783,3712,301,2,177,23.45417,61.3494,93.06232,126.0099,150.2644,1489627196329846784,GALAXY,0.1004233,1323,52797,224
1237661851478523952,213.416051548195,41.6903638858357,17.31849,15.44502,14.63576,14.26855,13.9164,3813,301,4,366,118.196,663.7333,1398.607,1961.457,2712.935,1516740878629103616,GALAXY,0.04121949,1347,52823,559
1237660583909589069,157.197452315,8.84356948699566,17.72447,15.93703,15.11492,14.70853,14.39268,3518,301,3,111,81.32277,421.8792,899.5621,1307.944,1749.557,6016971929277452288,GALAXY,0.04799393,5344,55924,592
1237661381700223059,150.203360287089,35.7839273393305,18.81507,17.63481,17.13492,16.89084,16.80123,3704,301,1,118,29.78263,88.32375,139.9687,175.2518,190.3271,1796947846491039744,STAR,-0.0004753581,1596,52998,42
1237662301361275048,214.872417969476,47.8366254397325,19.18501,18.95181,18.75854,18.81612,18.80972,3918,301,2,136,21.18244,26.25862,31.37462,29.75343,29.912,1882531090569127936,QSO,0.9557347,1672,53460,96
1237661351632371944,180.133356098993,56.1775068516126,18.62823,17.88554,17.69228,17.42664,17.36631,3697,301,1,71,35.37548,70.11035,83.77005,106.9899,113.0985,1478321742777706496,GALAXY,0.05930471,1313,52790,55
1237665428641284201,231.152461664169,21.5758237054059,16.73656,15.82514,15.51266,15.39016,15.3614,4646,301,3,242,202.0112,467.6726,623.6447,698.1266,716.8697,4446316265867595776,STAR,0.0002461427,3949,55650,500
1237652600633755048,309.558431425806,-4.95661933016647,19.22768,17.98612,17.55966,17.40172,17.14772,1659,301,5,29,20.36606,63.90717,94.65305,109.4738,138.3245,713932452552271872,GALAXY,0.0268554,634,52164,407
1237658608223256643,185.709003508391,68.7206283962499,18.24298,18.27549,18.49896,18.71383,18.97753,3058,301,3,90,50.44327,48.95548,39.84857,32.6931,25.62276,7843267079029673984,STAR,-5.089241e-05,6966,56748,903
1237655125010350180,186.9866388489,4.70648457061669,19.35744,17.99642,17.31397,16.91068,16.61895,2247,301,3,175,18.07162,63.30427,118.6888,172.0797,225.1207,3242602527593621504,GALAXY,0.07771557,2880,54509,39
1237650796747227578,124.053287559004,0.493765802964902,19.55083,18.6857,18.33531,18.197,18.15476,1239,301,5,25,15.12282,33.55178,46.33107,52.62539,54.70351,5390819573003210752,STAR,5.729709e-05,4788,55889,39
1237656242766741744,322.656918961501,11.8770661089977,17.7462,16.50806,16.63274,16.76263,16.80598,2507,301,5,40,79.71121,249.3307,222.2824,197.2176,189.4959,2206917804219800576,STAR,-0.0009072098,1960,53289,560
1237661849854345349,171.02026958355,43.2298539549605,18.96191,16.92726,16.03928,15.63394,15.34049,3813,301,1,159,26.01495,169.4719,383.9621,557.7312,730.809,5276211155928633344,GALAXY,0.07123293,4686,56013,888
1237662305662861421,239.487962323963,27.1065797553344,15.30252,14.65812,14.55858,12.9047,13.2682,3919,301,2,237,756.8199,1370.1,1501.653,6888.453,4928.581,3383408741583003648,STAR,-7.691667e-05,3005,54876,289
1237664337177411719,171.697027629191,35.9612399783938,19.52251,18.64682,18.38862,18.26432,18.28929,4392,301,2,161,15.5224,34.77522,44.11125,49.46154,48.3262,5196168352066981888,STAR,0.0002730875,4615,55618,510
1237662199897456915,235.232625093576,8.59149663205085,18.63546,17.37322,16.82309,16.4718,16.25683,3894,301,5,209,35.14054,112.3854,186.5367,257.799,314.243,1941161730180671488,GALAXY,0.09858791,1724,53859,401
1237662498391195809,228.418050512637,42.1256040940941,19.38781,17.77032,16.79786,16.34675,15.99937,3964,301,1,110,17.57318,77.96032,190.9223,289.2664,398.3353,1453712747530315776,GALAXY,0.1267274,1291,52738,640
1237660412652093585,142.865436910408,7.75628913590116,19.30072,18.21165,18.1797,18.20263,18.21584,3478,301,4,177,19.04086,51.92024,53.47098,52.35291,51.71002,3547815415541506048,STAR,0.0006856459,3151,54804,381
1237664852570013795,214.085077662597,33.1904767514723,18.06674,16.66675,16.03866,15.69735,15.41751,4512,301,2,108,59.33353,215.4261,384.1815,526.092,680.7614,2071743298015356928,GALAXY,0.04261913,1840,53472,318
1237648722844188744,186.432942062313,1.14642485394741,19.44224,17.96293,17.44246,17.2546,17.19589,756,301,6,472,16.71371,65.28698,105.4426,125.3598,132.3219,2880211460347160576,STAR,0.0001142963,2558,54140,580
1237651539789348953,204.867416672206,66.9975676114843,17.24283,15.66285,15.12468,14.93826,14.86195,1412,301,5,220,126.7265,543.0768,891.5129,1058.513,1135.585,2752975432289642496,STAR,-0.0001484869,2445,54573,546
1237654948913217773,238.330882533973,54.8958924140951,18.20863,16.72181,15.9812,15.54859,15.22502,2206,301,3,122,52.0649,204.7741,405.0615,603.3422,812.8151,8514201444660039680,GALAXY,0.06733023,7562,56799,532
1237665367965565011,156.035152930147,28.5136691001979,18.09958,16.97237,16.50858,16.22834,16.12116,4632,301,2,100,57.56574,162.5739,249.2119,322.6007,356.0694,2647005313034643456,GALAXY,0.0216222,2351,53786,53
1237660961324269824,128.204965294514,27.9834913662209,19.21771,18.21035,17.96031,17.86789,17.8768,3606,301,2,26,20.55403,51.98265,65.44487,71.25941,70.66947,10821170925480988672,STAR,0.0002000456,9611,58107,534
1237662666964795733,250.822619682998,21.7880550241,19.06733,17.96391,17.46622,17.05038,16.89538,4003,301,3,51,23.60756,65.22824,103.1599,151.3025,174.5181,1767803644062754816,GALAXY,0.09133813,1570,53149,512
1237662226224644161,213.248031911581,37.5317518360911,17.55035,16.24497,15.72753,15.5001,15.4235,3900,301,6,522,95.46795,317.6955,511.6663,630.8992,677.02,3272023810626316288,STAR,-1.430986e-05,2906,54577,577
1237664132627300555,157.716208887067,14.0374910841268,18.55105,17.18233,16.72921,16.48842,16.35814,4344,301,5,126,37.98182,133.9884,203.384,253.8827,286.2469,1967095622913779712,GALAXY,0.03148429,1747,53075,540
1237663547980316788,134.982788033193,60.8176063069113,19.35558,18.23015,17.83197,17.55478,17.39337,4208,301,4,209,18.10258,51.04326,73.6562,95.07905,110.3145,2009885889571874816,GALAXY,0.04480376,1785,54439,562
1237658425168429080,169.108182256768,8.3801457497554,15.44658,14.22642,14.37431,14.52107,14.61616,3015,301,6,367,662.778,2039.076,1779.408,1554.431,1424.084,2694302186300532736,STAR,0.0003165083,2393,54156,86
1237658492279390344,180.126475762953,9.57123142872015,19.16666,17.89495,17.58287,17.32936,17.24028,3031,301,3,399,21.54359,69.50578,92.65109,117.0185,127.0208,1381486928129452032,GALAXY,0.09328588,1227,52733,28
1237664093441097880,141.281239788048,31.4515160466093,18.96085,17.13927,16.21465,15.79618,15.47137,4335,301,4,208,26.04049,139.4091,326.6921,480.3164,647.8176,2185446267901995008,GALAXY,0.07455607,1941,53386,271
1237662262164979759,204.921941558306,8.20120249246052,16.85043,15.82288,15.42629,15.27645,15.2341,3909,301,1,64,181.8981,468.6499,675.2807,775.21,806.0485,3268545780536862720,STAR,-8.420546e-05,2903,54581,212
1237662226210029702,170.20892693725,40.0497155711459,19.19745,18.04443,17.50529,17.17021,16.96439,3900,301,6,299,20.9411,60.56553,99.51352,135.4927,163.77,2229456695493421056,GALAXY,0.09162108,1980,53433,636
1237662262169108496,214.378854931955,7.55574526294897,19.05194,18.75344,18.57406,18.41,18.37984,3909,301,1,127,23.94459,31.52259,37.18539,43.25065,44.45732,2055983723429521408,GALAXY,0.05566875,1826,53499,329
1237651822717763739,235.092414190609,3.23599723481173,17.49008,15.69129,14.78276,14.32859,13.97922,1478,301,4,181,100.9176,529.0358,1221.512,1855.942,2560.425,668877487706499072,GALAXY,0.06449146,594,52045,338
1237652946917916711,6.73826893562448,-10.4386873694131,18.68609,16.70916,15.87006,15.53161,15.33249,1740,301,2,66,33.53958,207.1749,448.7195,612.8535,736.2138,2152738269316540416,STAR,-9.773791e-06,1912,53293,64
1237651753996451869,148.261424377569,2.07036225617143,18.49724,17.53182,17.21066,17.08833,17.04356,1462,301,4,153,39.91147,97.11198,130.5372,146.1064,152.2527,541698074934798336,STAR,0.0007521213,481,51908,510
1237661873471946979,167.699197646447,44.2881909627376,19.43349,19.5454,19.29044,19.36528,19.29416,3818,301,5,87,16.84897,15.19935,19.2224,17.94088,19.12872,5275081676636311552,QSO,1.353365,4685,55657,875
1237661126144295210,116.363785857458,19.3159698049668,17.13385,15.89835,15.4405,15.27755,15.21136,3644,301,5,36,140.1067,437.18,666.5016,774.4274,823.1058,3282145363573630976,STAR,0.0001298405,2915,54497,535
1237654602625712178,123.790845999915,3.46490539982022,16.57094,15.49378,14.86854,14.46827,14.1936,2125,301,6,34,235.3011,634.5812,1128.719,1631.896,2101.643,1333088073998690304,QSO,0.05104269,1184,52641,82
1237664878340341889,145.037577545151,29.9759908229054,18.8033,17.55156,17.10238,16.73667,16.59596,4518,301,2,116,30.10711,95.36194,144.2273,201.9901,229.9387,2186537808557008896,GALAXY,0.07841639,1942,53415,146
1237665226229940236,180.172472047476,31.7961910230888,18.29524,17.43621,16.59242,16.10012,16.33001,4599,301,2,74,48.07306,106.051,230.6924,363.039,293.7607,7288134921700528128,QSO,0.1162777,6473,56363,672
1237655129836749172,243.239241503851,48.5597478280447,18.15285,17.26586,17.01924,16.79868,16.65612,2248,301,4,92,54.80993,124.067,155.7057,190.7777,217.5442,700332041627002880,GALAXY,0.07097731,622,52054,81
1237658203417411613,127.09576178063,31.0070427034816,19.25136,16.79983,15.81094,15.49288,15.32356,2964,301,1,11,19.92659,190.5755,473.8322,635.108,742.2936,3582638873341173760,STAR,-1.037421e-05,3182,54828,92
1237662193447141497,167.986218409918,40.2722212142912,19.24299,17.45106,16.51084,16.10156,15.77125,3893,301,1,89,20.08095,104.6102,248.6923,362.5574,491.4742,1620225816543651840,GALAXY,0.0770117,1439,53003,203
1237654601022701627,141.322842668361,3.31240986565881,18.81385,18.616,18.61256,18.67822,18.62672,2125,301,3,150,29.81607,35.77652,35.88966,33.78312,35.40958,639565610728056832,QSO,0.8040098,568,52254,198
1237662636374229458,237.171679771945,8.77640539116884,18.41129,16.65853,15.81866,15.40712,15.09589,3996,301,2,220,43.19968,217.0651,470.4741,687.3111,915.472,1943380257654466560,GALAXY,0.07238051,1726,53137,280
1237651273489383659,112.381579296339,36.9375869146657,17.83191,15.51556,14.63592,14.32862,14.19443,1350,301,5,37,73.66008,621.982,1398.396,1855.884,2100.042,3311284620900722688,STAR,3.375919e-05,2941,54507,47
1237656538585301228,333.607510032954,-8.39201915432698,18.43105,17.34207,16.98173,16.75822,16.52716,2576,301,4,81,42.42053,115.6569,161.1783,198.0207,244.9808,808564670280525824,GALAXY,0.03864144,718,52206,613
1237655463235551394,202.392214279681,60.2408838579365,19.26605,17.80231,17.08758,16.682,16.40377,2326,301,1,122,19.65882,75.69652,146.2069,212.4218,274.4666,883902109735479296,GALAXY,0.06878365,785,52339,257
1237656495109242989,349.653830245742,14.1776505921617,18.35191,17.62402,17.29956,16.87198,16.89938,2566,301,3,241,45.62793,89.20518,120.2751,178.3229,173.8762,837691283811100672,GALAXY,0.1149514,744,52251,79
1237662340546822442,234.050801989802,30.9673374806722,17.75696,16.79271,16.38355,16.16316,15.99455,3927,301,3,44,78.92471,191.8304,279.6267,342.5598,400.1082,1563980851195176960,GALAXY,0.03122035,1389,53135,385
1237661873487675582,217.097893112101,40.8090421166895,18.50261,16.50636,15.56671,15.14511,14.83233,3818,301,5,327,39.71476,249.721,593.358,874.8919,1166.993,1518927257064728576,GALAXY,0.08237151,1349,52797,321
1237655107298459837,160.490501530422,56.7232640403468,19.57942,18.2518,17.52905,17.16781,16.89587,2243,301,2,249,14.72968,50.03551,97.35936,135.7926,174.4395,1067389436305631232,GALAXY,0.1164412,948,52428,132
1237660583908999184,155.863226956585,8.55126099369471,16.9824,15.70415,15.17484,14.9623,14.8792,3518,301,3,102,161.0787,522.8051,851.2603,1035.329,1117.681,3213394825348933632,STAR,2.542474e-05,2854,54480,278
1237661465991250429,246.856615992448,28.647337719417,19.47943,18.54503,18.24277,18.13713,18.11119,3723,301,6,153,16.15087,38.19325,50.4534,55.60863,56.94426,5635297355513483264,STAR,0.0005233926,5005,55751,612
1237660936628076609,132.219998859952,56.129517119665,18.09599,16.81485,16.39974,16.19858,16.05654,3600,301,4,24,57.75633,187.958,275.4877,331.5645,377.9033,504521937398032384,GALAXY,0.04443022,448,51900,432
1237657775535226969,119.052536529151,28.3720298946196,18.50018,17.38823,16.97198,16.82564,16.79258,2864,301,4,71,39.80362,110.8432,162.6324,186.0992,191.8505,967268455373891584,STAR,-0.0001119547,859,52317,438
1237662268068135076,214.315685891258,6.76736448839114,18.49408,18.14987,18.30055,18.17673,18.3453,3910,301,4,27,40.02798,54.96048,47.83846,53.61685,45.89516,2055999666348124160,QSO,0.6068431,1826,53499,387
1237651754563600394,217.456659631453,2.5954190119387,17.57203,16.41722,16.38878,16.41877,16.50716,1462,301,5,615,93.5806,271.0879,278.2824,270.7013,249.5363,602472207297308672,STAR,7.509658e-06,535,51999,421
1237662224083058954,227.637533485604,30.9336007488564,19.49137,18.64291,18.28341,18.15737,18.14609,3900,301,2,612,15.97411,34.90052,48.5999,54.58152,55.1422,4364009017640767488,STAR,-0.0003620007,3876,55245,76
1237658303817449565,166.640377634023,58.9218527653658,19.28201,18.04038,17.70298,17.44568,17.36089,2987,301,4,90,19.37186,60.79194,82.94826,105.1297,113.6644,1069741565716490240,GALAXY,0.04740418,950,52378,497
1237651496827682881,112.82701610008,38.2031169561462,18.71946,16.71339,15.76397,15.32549,15.0003,1402,301,5,37,32.52444,206.3683,494.7805,740.9792,999.7241,1951191186748237824,GALAXY,0.07974432,1733,53047,24
1237664854179971139,212.916993494337,34.8534516502945,18.9224,18.68375,18.65092,18.7197,18.6481,4512,301,5,98,26.97915,33.61228,34.64406,32.51685,34.71873,2070652857341732864,QSO,0.8732759,1839,53471,447
1237660765908173052,122.561780637004,26.1482936820649,19.08348,18.14387,17.77833,17.49887,17.34597,3560,301,6,101,23.25903,55.26511,77.38663,100.1036,115.2379,1356885354400999424,GALAXY,0.04734538,1205,52670,640
1237661852551282830,210.917792365712,43.2229381976057,18.99712,17.93236,17.57078,17.25777,17.18427,3813,301,6,351,25.18479,67.15151,93.68903,124.9944,133.7448,1651764484831733760,GALAXY,0.09176072,1467,53115,252
1237662239091327107,218.122846906021,9.58521545301126,19.09739,17.56176,17.0268,16.85683,16.78695,3903,301,6,244,22.96301,94.47035,154.6254,180.8285,192.847,3274273686865078272,STAR,6.755238e-05,2908,54611,570
1237664294220857546,197.367267989324,38.7129585294667,19.53241,18.06833,17.55048,17.36993,17.30648,4382,301,2,56,15.38154,59.24681,95.45682,112.7265,119.5068,3265172478661519360,STAR,-0.0001126762,2900,54569,228
1237651272956641563,119.168195905502,44.8698110033026,17.1167,15.36351,14.53397,14.11578,13.83046,1350,301,4,100,142.3373,715.4788,1536.08,2257.816,2936.396,491022683102799872,GALAXY,0.05014852,436,51883,474
1237658916385718324,197.446514483559,53.4568805709801,19.58934,18.24895,17.54889,17.14816,16.89095,3130,301,1,68,14.59572,50.16697,95.59646,138.2718,175.2323,1171010990452533248,GALAXY,0.1260235,1040,52722,273
1237652615668105218,24.0022185004668,-10.6052601663768,17.77675,16.69538,16.24301,16.07038,16.00265,1663,301,1,59,77.4994,209.8204,318.2716,373.1197,397.1343,2155007668631136256,STAR,0.0004943085,1914,53729,128
1237666301631791138,55.8859569607594,0.746458872121554,18.3397,17.17996,16.76067,16.59398,16.52087,4849,301,5,828,46.14416,134.2816,197.5747,230.3606,246.4042,8254223292296351744,STAR,-0.0001587263,7331,56658,913
1237662225128489044,148.965370933194,34.2888120821917,18.59858,17.44914,17.52288,17.63924,17.76248,3900,301,4,180,36.35483,104.7957,97.91436,87.96329,78.51788,2193390239446231040,STAR,-0.0001681663,1948,53388,499
1237665101139280012,219.036100983707,29.0739689219381,18.76821,17.96537,17.72779,17.47128,17.44936,4570,301,1,78,31.09616,65.14075,81.07449,102.68,104.769,2406149601435346944,GALAXY,0.1010903,2137,54206,369
1237661361843929204,228.440650584765,38.5005801328707,18.1525,16.78577,16.08573,15.65389,15.43761,3699,301,4,239,54.82728,193.0604,367.8817,547.5751,668.2756,1575276134768076800,GALAXY,0.0812666,1399,53172,517
1237664294757990561,198.311256100385,39.1773017029663,19.38986,17.46807,16.60305,16.21904,15.90561,4382,301,3,60,17.5399,102.984,228.4441,325.376,434.266,2350895831642564608,GALAXY,0.07081827,2088,53493,61
1237655370906599670,220.93540370034,58.0452010014399,18.40619,17.4535,17.16276,16.96652,16.8797,2304,301,5,318,43.40294,104.3755,136.4254,163.4518,177.0572,889624794591422464,GALAXY,0.03886976,790,52441,596
1237662223544483942,223.273018096687,32.2131297718782,19.13529,18.2473,17.98007,17.87478,17.86955,3900,301,1,586,22.17509,50.24336,64.26424,70.80812,71.14283,3732414624067330048,STAR,-0.0005510749,3315,54942,205
